placeName,totalPopulation,malePopulation,femalePopulation,medianAge,medianAgeMale,medianAgeFemale,whitePopulation,blackPopulation,asianPopulation,hispanicPopulation,medianHouseholdIncome,incomeBelow10k,income10kTo15k,income15kTo25k,perCapitaIncome,populationBelowPoverty,medianGrossRent,totalHousingUnits,ownerOccupiedHousingUnits,renterOccupiedHousingUnits,medianHomeValue,medianMonthlyHousingCosts,medianYearStructureBuilt,totalEducationPopulation,bachelorsDegree,mastersDegree,doctorateDegree,employedPopulation,occupationData,managementOccupation,serviceOccupation,foreignBornPopulation,notHispanicWhitePopulation,notHispanicBlackPopulation,commuters,meanTravelTime,carAvailability,disabilityPopulation,healthInsurancePopulation,householdPopulation,singleParentHouseholds,unmarriedPartners,marriedPopulation,state,place,stateFIPS,placeFIPS,city,zip,latitude,longitude
"St. Matthews town, South Carolina",2400,955,1445,44.1,36.8,51.2,785,1595,6,0,38333,142,79,167,20299,748,-666666666,1210,643,361,123900,-666666666,1970,1737,682,212,106,1124,904,26875,22041,0,1595,6,897,18225,1004,2279,2279,1004,611,,2018,SC,62620,45,62620,ST. MATTHEWS,29135,33.68834,-80.7875
"St. Stephen town, South Carolina",1511,699,812,34.9,35.7,34,751,736,0,5,25625,106,33,55,14889,598,652,644,303,241,116800,652,1981,904,247,111,9,414,374,-666666666,36842,5,736,0,350,9520,544,1426,1426,544,343,,1130,SC,62755,45,62755,ST. STEPHEN,29479,33.3808,-79.89499
"Saluda town, South Carolina",3603,1971,1632,35.6,36.2,34.9,1496,1059,0,1893,34625,206,106,130,15904,1372,592,1475,728,574,68500,592,1982,2223,460,177,50,1554,1468,38750,25772,1893,1030,0,1512,26650,1302,3542,3542,1302,871,,2674,SC,63250,45,63250,SALUDA,29037,34.18961,-81.86868
"Saluda town, South Carolina",3603,1971,1632,35.6,36.2,34.9,1496,1059,0,1893,34625,206,106,130,15904,1372,592,1475,728,574,68500,592,1982,2223,460,177,50,1554,1468,38750,25772,1893,1030,0,1512,26650,1302,3542,3542,1302,871,,2674,SC,63250,45,63250,SALUDA,29138,34.04491,-81.77152
"Sangaree CDP, South Carolina",9249,4546,4703,40.1,35.2,43.2,6652,2003,45,362,64861,184,0,48,27655,1143,1264,3440,2375,778,159900,1264,1985,6529,1818,435,247,5372,5146,53750,36482,362,1976,45,5054,129200,3153,9240,9240,3153,2467,,7929,SC,63665,45,63665,SANGAREE,29486,33.10744,-80.1458
"Sans Souci CDP, South Carolina",8844,4281,4563,33,31.8,34.2,4714,1572,114,2492,37108,398,106,116,18815,1602,848,3839,1842,1467,130100,848,1965,5719,1544,699,311,4229,3997,26630,29507,2492,1567,114,3943,92265,3309,8835,8835,3309,1897,,6576,SC,63700,45,63700,SANS SOUCI,29601,34.84744,-82.40257
"Santee town, South Carolina",1165,531,634,39.3,32,39.4,256,906,3,0,25880,94,39,32,15165,496,542,479,267,164,152700,542,1985,749,307,36,73,421,397,-666666666,-666666666,0,906,3,382,7960,431,1126,1126,431,265,,865,SC,63790,45,63790,SANTEE,29142,33.46491,-80.52329
"Saxon CDP, South Carolina",3727,1665,2062,28.2,25.7,32.4,1818,1607,4,951,22967,201,154,159,13583,1378,814,1533,497,735,42900,814,1972,2153,594,131,24,1623,1463,-666666666,12261,951,1560,4,1445,26370,1232,3727,3727,1232,843,,2868,SC,64240,45,64240,SAXON,29301,34.93516,-82.01301
"Seabrook CDP, South Carolina",1456,574,882,39.7,27.9,42,419,792,17,0,44615,0,0,19,19755,141,338,558,297,155,-666666666,338,1989,892,294,79,62,635,562,245114,-666666666,0,792,17,562,13790,452,1456,1456,452,275,,1028,SC,64690,45,64690,SEABROOK,29940,32.5524,-80.67511
"Seabrook Island town, South Carolina",1810,873,937,68.2,68.2,68.2,1791,9,0,4,100265,86,32,8,85123,123,3281,2398,993,54,620300,3281,1988,1752,92,640,472,587,583,97692,-666666666,4,9,0,573,10585,1047,1810,1810,1047,688,,1795,SC,64712,45,64712,SEABROOK ISLAND,29455,32.68581,-80.08604
"Seneca city, South Carolina",8424,3920,4504,45.7,39.4,48.2,6063,1897,27,276,42150,277,320,197,28515,1175,541,4320,2229,1677,161800,541,1974,6842,1451,1289,427,4374,3893,27072,30107,276,1891,27,3879,76195,3906,8371,8371,3906,2072,,7368,SC,65095,45,65095,SENECA,29672,34.75036,-82.94257
"Seneca city, South Carolina",8424,3920,4504,45.7,39.4,48.2,6063,1897,27,276,42150,277,320,197,28515,1175,541,4320,2229,1677,161800,541,1974,6842,1451,1289,427,4374,3893,27072,30107,276,1891,27,3879,76195,3906,8371,8371,3906,2072,,7368,SC,65095,45,65095,SENECA,29678,34.63365,-82.93991
"Seneca city, South Carolina",8424,3920,4504,45.7,39.4,48.2,6063,1897,27,276,42150,277,320,197,28515,1175,541,4320,2229,1677,161800,541,1974,6842,1451,1289,427,4374,3893,27072,30107,276,1891,27,3879,76195,3906,8371,8371,3906,2072,,7368,SC,65095,45,65095,SENECA,29678,34.63365,-82.93991
"Seneca city, South Carolina",8424,3920,4504,45.7,39.4,48.2,6063,1897,27,276,42150,277,320,197,28515,1175,541,4320,2229,1677,161800,541,1974,6842,1451,1289,427,4374,3893,27072,30107,276,1891,27,3879,76195,3906,8371,8371,3906,2072,,7368,SC,65095,45,65095,SENECA,29679,34.6856,-82.9533
"Seven Oaks CDP, South Carolina",16743,8148,8595,36.8,37.3,36.5,10711,4878,563,453,61064,151,198,305,32668,1291,973,7405,4348,2503,159100,973,1974,12035,1800,3037,1340,9578,9124,45402,46829,453,4831,528,8971,163810,6851,16645,16645,6851,4351,,14079,SC,65207,45,65207,SEVEN OAKS,29210,34.04764,-81.10697
"Shell Point CDP, South Carolina",2991,1595,1396,31.9,33.7,30.1,1996,941,0,322,69555,47,50,46,25836,304,880,1077,704,274,181500,880,1982,1801,424,334,11,1469,1380,41910,39583,322,887,0,1365,24490,978,2991,2991,978,730,,2249,SC,65680,45,65680,SHELL POINT,29906,32.44521,-80.75159
"Simpsonville city, South Carolina",23200,11268,11932,36.2,36.4,35.9,16648,4861,295,1969,75535,165,66,297,31835,1368,1100,8618,6056,2138,188000,1100,1992,15069,3196,3466,1482,12324,11928,69898,40698,1969,4838,295,11840,248490,8194,23030,23030,8194,6228,,17670,SC,66580,45,66580,SIMPSONVILLE,29680,34.69011,-82.29073
"Simpsonville city, South Carolina",23200,11268,11932,36.2,36.4,35.9,16648,4861,295,1969,75535,165,66,297,31835,1368,1100,8618,6056,2138,188000,1100,1992,15069,3196,3466,1482,12324,11928,69898,40698,1969,4838,295,11840,248490,8194,23030,23030,8194,6228,,17670,SC,66580,45,66580,SIMPSONVILLE,29681,34.76988,-82.22218
"Slater-Marietta CDP, South Carolina",2098,994,1104,48.4,46,53.4,2004,16,0,37,46298,101,33,46,23754,228,686,1091,720,139,72400,686,1975,1573,238,138,23,1061,997,80488,71424,37,16,0,997,33160,859,2056,2056,859,532,,1792,SC,66917,45,66917,SLATER-MARIETTA,29661,35.06706,-82.53852
"Socastee CDP, South Carolina",25846,12891,12955,41.8,39.1,45.7,20781,1559,564,3147,47296,504,387,443,26049,4045,982,10342,6192,3116,170200,982,1994,19456,5202,2859,880,12451,11835,47361,37955,3147,1549,564,11608,232175,9308,25748,25748,9308,6080,,21657,SC,67390,45,67390,SOCASTEE,29577,33.69711,-78.90495
"South Congaree town, South Carolina",2739,1400,1339,37.6,35.9,38.2,2170,331,24,246,47536,22,13,94,24199,395,761,1115,717,292,139400,761,1978,1837,550,202,64,1382,1303,44438,36563,246,331,24,1310,30530,1009,2732,2732,1009,754,,2148,SC,67705,45,67705,SOUTH CONGAREE,29170,33.93929,-81.14487
"Southern Shops CDP, South Carolina",3965,2479,1486,30,30.9,28,2059,560,0,1636,25625,136,115,182,8963,1662,768,1091,360,668,62900,768,1979,2477,421,56,17,1501,1464,26765,28667,1636,560,0,1454,25370,1028,3286,3286,1028,752,,3008,SC,67750,45,67750,SOUTHERN SHOPS,29303,34.99424,-81.96883
"South Sumter CDP, South Carolina",2249,947,1302,30.9,36.2,29.6,206,2036,0,47,35000,110,93,58,14749,580,768,1161,506,370,67100,768,1977,1353,478,196,21,958,807,-666666666,40643,47,2015,0,782,10560,876,2249,2249,876,593,,1753,SC,68177,45,68177,SOUTH SUMTER,29150,33.87621,-80.35609
"Spartanburg city, South Carolina",37448,17048,20400,35.1,33.6,36.2,18063,17086,736,1626,42841,1861,1253,783,26224,8668,839,17601,7691,7628,133200,839,1968,24700,5587,5168,2075,17630,16115,65086,29518,1626,16999,736,15709,307420,15319,37031,37031,15319,8532,,30147,SC,68290,45,68290,SPARTANBURG,29301,34.93516,-82.01301
"Spartanburg city, South Carolina",37448,17048,20400,35.1,33.6,36.2,18063,17086,736,1626,42841,1861,1253,783,26224,8668,839,17601,7691,7628,133200,839,1968,24700,5587,5168,2075,17630,16115,65086,29518,1626,16999,736,15709,307420,15319,37031,37031,15319,8532,,30147,SC,68290,45,68290,SPARTANBURG,29302,34.89399,-81.84151
"Spartanburg city, South Carolina",37448,17048,20400,35.1,33.6,36.2,18063,17086,736,1626,42841,1861,1253,783,26224,8668,839,17601,7691,7628,133200,839,1968,24700,5587,5168,2075,17630,16115,65086,29518,1626,16999,736,15709,307420,15319,37031,37031,15319,8532,,30147,SC,68290,45,68290,SPARTANBURG,29303,34.99424,-81.96883
"Spartanburg city, South Carolina",37448,17048,20400,35.1,33.6,36.2,18063,17086,736,1626,42841,1861,1253,783,26224,8668,839,17601,7691,7628,133200,839,1968,24700,5587,5168,2075,17630,16115,65086,29518,1626,16999,736,15709,307420,15319,37031,37031,15319,8532,,30147,SC,68290,45,68290,SPARTANBURG,29304,34.9496,-81.932
"Spartanburg city, South Carolina",37448,17048,20400,35.1,33.6,36.2,18063,17086,736,1626,42841,1861,1253,783,26224,8668,839,17601,7691,7628,133200,839,1968,24700,5587,5168,2075,17630,16115,65086,29518,1626,16999,736,15709,307420,15319,37031,37031,15319,8532,,30147,SC,68290,45,68290,SPARTANBURG,29305,34.9496,-81.932
"Spartanburg city, South Carolina",37448,17048,20400,35.1,33.6,36.2,18063,17086,736,1626,42841,1861,1253,783,26224,8668,839,17601,7691,7628,133200,839,1968,24700,5587,5168,2075,17630,16115,65086,29518,1626,16999,736,15709,307420,15319,37031,37031,15319,8532,,30147,SC,68290,45,68290,SPARTANBURG,29306,34.89338,-81.92177
"Spartanburg city, South Carolina",37448,17048,20400,35.1,33.6,36.2,18063,17086,736,1626,42841,1861,1253,783,26224,8668,839,17601,7691,7628,133200,839,1968,24700,5587,5168,2075,17630,16115,65086,29518,1626,16999,736,15709,307420,15319,37031,37031,15319,8532,,30147,SC,68290,45,68290,SPARTANBURG,29307,34.98381,-81.83146
"Spartanburg city, South Carolina",37448,17048,20400,35.1,33.6,36.2,18063,17086,736,1626,42841,1861,1253,783,26224,8668,839,17601,7691,7628,133200,839,1968,24700,5587,5168,2075,17630,16115,65086,29518,1626,16999,736,15709,307420,15319,37031,37031,15319,8532,,30147,SC,68290,45,68290,SPARTANBURG,29316,35.04179,-81.9766
"Springdale CDP, South Carolina",2878,1162,1716,37.3,35.9,37.3,1754,737,135,27,40521,45,26,172,29497,479,736,1117,706,393,90700,736,1973,1968,640,153,210,1534,1380,-666666666,41619,27,737,135,1380,40025,1099,2878,2878,1099,843,,2311,SC,68380,45,68380,SPRINGDALE,29169,33.9967,-81.09676
"Springdale town, South Carolina",2733,1359,1374,45.1,42.4,45.9,2204,214,57,85,62500,16,33,52,33467,281,988,1226,890,264,153300,988,1968,2045,557,362,98,1430,1387,64423,53333,85,214,57,1373,23920,1154,2733,2733,1154,746,,2338,SC,68425,45,68425,SPRINGDALE,29170,33.93929,-81.14487
"Stateburg CDP, South Carolina",1912,981,931,29.6,22,29.8,1215,459,49,193,86094,0,41,0,29054,0,1009,730,452,120,190100,1009,1990,1079,211,340,144,601,588,74464,-666666666,193,459,49,689,19230,572,1805,1805,572,441,,1277,SC,69010,45,69010,STATEBURG,29040,34.06253,-80.43455
"Sullivan's Island town, South Carolina",2177,1073,1104,49.2,39,55,2120,5,29,24,150000,46,8,5,92150,296,1896,1034,646,134,1895200,1896,1971,1644,50,718,298,1180,1130,84800,-666666666,24,5,29,1090,21745,780,2177,2177,780,539,,1920,SC,70090,45,70090,SULLIVAN'S ISLAND,29451,32.81633,-79.75266
"Summerville town, South Carolina",53643,25767,27876,36.7,34.4,38.7,38802,10591,1023,3206,60271,809,744,729,31410,5301,1157,21671,12831,7057,215800,1157,1997,35914,6975,6949,2696,27711,25876,62060,41630,3206,10331,1022,25438,731405,19888,53223,53223,19888,13182,,42763,SC,70270,45,70270,SUMMERVILLE,29456,32.98433,-80.11206
"Summerville town, South Carolina",53643,25767,27876,36.7,34.4,38.7,38802,10591,1023,3206,60271,809,744,729,31410,5301,1157,21671,12831,7057,215800,1157,1997,35914,6975,6949,2696,27711,25876,62060,41630,3206,10331,1022,25438,731405,19888,53223,53223,19888,13182,,42763,SC,70270,45,70270,SUMMERVILLE,29483,33.03126,-80.23205
"Summerville town, South Carolina",53643,25767,27876,36.7,34.4,38.7,38802,10591,1023,3206,60271,809,744,729,31410,5301,1157,21671,12831,7057,215800,1157,1997,35914,6975,6949,2696,27711,25876,62060,41630,3206,10331,1022,25438,731405,19888,53223,53223,19888,13182,,42763,SC,70270,45,70270,SUMMERVILLE,29484,33.1852,-80.5765
"Summerville town, South Carolina",53643,25767,27876,36.7,34.4,38.7,38802,10591,1023,3206,60271,809,744,729,31410,5301,1157,21671,12831,7057,215800,1157,1997,35914,6975,6949,2696,27711,25876,62060,41630,3206,10331,1022,25438,731405,19888,53223,53223,19888,13182,,42763,SC,70270,45,70270,SUMMERVILLE,29485,32.94398,-80.19362
"Summerville town, South Carolina",53643,25767,27876,36.7,34.4,38.7,38802,10591,1023,3206,60271,809,744,729,31410,5301,1157,21671,12831,7057,215800,1157,1997,35914,6975,6949,2696,27711,25876,62060,41630,3206,10331,1022,25438,731405,19888,53223,53223,19888,13182,,42763,SC,70270,45,70270,SUMMERVILLE,29486,33.10744,-80.1458
"Sumter city, South Carolina",39758,18917,20841,31.8,30,34.8,16993,19717,925,2216,40760,1703,1165,1088,24673,8183,858,17891,7679,7675,131800,858,1983,24515,5864,3813,2113,16218,14625,60907,29190,2216,19611,925,16285,308505,15354,37005,37005,15354,9658,,30673,SC,70405,45,70405,SUMTER,29051,33.8669,-80.12231
"Sumter city, South Carolina",39758,18917,20841,31.8,30,34.8,16993,19717,925,2216,40760,1703,1165,1088,24673,8183,858,17891,7679,7675,131800,858,1983,24515,5864,3813,2113,16218,14625,60907,29190,2216,19611,925,16285,308505,15354,37005,37005,15354,9658,,30673,SC,70405,45,70405,SUMTER,29104,33.99524,-80.21373
"Sumter city, South Carolina",39758,18917,20841,31.8,30,34.8,16993,19717,925,2216,40760,1703,1165,1088,24673,8183,858,17891,7679,7675,131800,858,1983,24515,5864,3813,2113,16218,14625,60907,29190,2216,19611,925,16285,308505,15354,37005,37005,15354,9658,,30673,SC,70405,45,70405,SUMTER,29150,33.87621,-80.35609
"Sumter city, South Carolina",39758,18917,20841,31.8,30,34.8,16993,19717,925,2216,40760,1703,1165,1088,24673,8183,858,17891,7679,7675,131800,858,1983,24515,5864,3813,2113,16218,14625,60907,29190,2216,19611,925,16285,308505,15354,37005,37005,15354,9658,,30673,SC,70405,45,70405,SUMTER,29151,33.9204,-80.3415
"Sumter city, South Carolina",39758,18917,20841,31.8,30,34.8,16993,19717,925,2216,40760,1703,1165,1088,24673,8183,858,17891,7679,7675,131800,858,1983,24515,5864,3813,2113,16218,14625,60907,29190,2216,19611,925,16285,308505,15354,37005,37005,15354,9658,,30673,SC,70405,45,70405,SUMTER,29153,33.96515,-80.30675
"Sumter city, South Carolina",39758,18917,20841,31.8,30,34.8,16993,19717,925,2216,40760,1703,1165,1088,24673,8183,858,17891,7679,7675,131800,858,1983,24515,5864,3813,2113,16218,14625,60907,29190,2216,19611,925,16285,308505,15354,37005,37005,15354,9658,,30673,SC,70405,45,70405,SUMTER,29154,33.88515,-80.47547
"Surfside Beach town, South Carolina",4470,2330,2140,53.7,48.7,55.9,4197,62,27,6,58832,120,43,146,35177,394,1091,4563,1328,685,276800,1091,1986,3689,865,865,355,1988,1772,63523,-666666666,6,62,27,1754,32905,2013,4470,4470,2013,1271,,4010,SC,70585,45,70585,SURFSIDE BEACH,29587,33.5515,-79.0414
"Taylors CDP, South Carolina",23107,10929,12178,38.8,40.2,37.9,17722,2672,930,2520,62365,384,324,132,30282,2033,975,9440,6763,2067,176900,975,1980,15894,3271,3827,1666,12375,11770,48962,31927,2520,2659,930,11692,234800,8830,23080,23080,8830,6480,,18893,SC,71395,45,71395,TAYLORS,29687,34.9855,-82.32833
"Tega Cay city, South Carolina",10834,5353,5481,40.6,39.9,40.9,8641,337,715,1449,125847,24,0,0,52847,24,-666666666,3862,3369,439,358000,-666666666,2003,7446,937,2364,1738,5402,5210,92165,-666666666,1449,337,715,5084,133935,3808,10816,10816,3808,3406,,8341,SC,71417,45,71417,TEGA CAY,29708,35.04655,-80.98604
"Tigerville CDP, South Carolina",2023,1196,827,20.1,20.3,19.8,1649,197,50,92,-666666666,0,0,0,6098,0,-666666666,14,6,8,-666666666,-666666666,-666666666,43,15,8,6,1020,979,10313,6705,92,191,50,926,9510,14,2023,2023,14,8,,1991,SC,71890,45,71890,TIGERVILLE,29688,34.9204,-82.2965
"Timmonsville town, South Carolina",2464,1295,1169,41,37.3,41.8,342,2112,0,4,27961,189,143,96,17429,973,698,1135,510,459,72300,698,1978,1752,759,115,12,1090,952,25192,14965,4,2112,0,952,18670,969,2464,2464,969,617,,2166,SC,71980,45,71980,TIMMONSVILLE,29080,34.01525,-80.08374
"Timmonsville town, South Carolina",2464,1295,1169,41,37.3,41.8,342,2112,0,4,27961,189,143,96,17429,973,698,1135,510,459,72300,698,1978,1752,759,115,12,1090,952,25192,14965,4,2112,0,952,18670,969,2464,2464,969,617,,2166,SC,71980,45,71980,TIMMONSVILLE,29161,34.10532,-79.94143
"Travelers Rest city, South Carolina",7947,3215,4732,21.3,20.5,21.8,5899,1521,239,318,35884,31,347,123,18869,1407,814,2408,1102,1033,210500,814,1993,3323,469,761,448,3432,3282,17467,38485,318,1485,239,3140,59655,2135,7884,7884,2135,1379,,6268,SC,72430,45,72430,TRAVELERS REST,29690,35.06008,-82.42136
"Union city, South Carolina",7716,3573,4143,44.5,41,48.4,3862,3572,0,173,33148,421,300,377,22392,1997,713,4228,1758,1843,80700,713,1963,5537,1582,659,243,3286,2857,63365,27672,173,3486,0,2810,71465,3601,7594,7594,3601,2035,,6358,SC,73105,45,73105,UNION,29379,34.68772,-81.60403
"Utica CDP, South Carolina",1761,808,953,35.7,45.1,33.3,948,790,0,13,58958,47,23,15,23762,178,1243,960,402,342,95500,1243,1979,1189,203,109,35,913,905,-666666666,47350,13,790,0,852,27645,744,1761,1761,744,515,,1257,SC,73330,45,73330,UTICA,29678,34.63365,-82.93991
"Valley Falls CDP, South Carolina",7269,3072,4197,24.8,26.9,23.2,4235,2758,80,302,39688,388,278,123,23188,1617,740,2998,1129,1598,158900,740,1999,3574,781,556,427,4620,4416,56688,36092,302,2734,80,4265,73840,2727,7186,7186,2727,1413,,6700,SC,73465,45,73465,VALLEY FALLS,29303,34.99424,-81.96883
"Van Wyck town, South Carolina",1033,450,583,55.9,49.5,57.9,902,95,0,36,40848,0,17,0,22784,19,-666666666,418,402,11,226500,-666666666,2001,778,285,60,4,363,327,-666666666,37250,36,95,0,327,10705,413,1033,1033,413,307,,833,SC,73555,45,73555,VAN WYCK,29744,34.9943,-81.2427
"Varnville town, South Carolina",1832,916,916,39.8,26.4,45.4,634,1170,0,23,31381,110,29,46,15461,281,730,902,364,307,85300,730,1980,1181,568,98,65,743,691,49479,21802,23,1170,0,691,17085,671,1793,1793,671,356,,1317,SC,73600,45,73600,VARNVILLE,29929,32.93805,-80.9434
"Varnville town, South Carolina",1832,916,916,39.8,26.4,45.4,634,1170,0,23,31381,110,29,46,15461,281,730,902,364,307,85300,730,1980,1181,568,98,65,743,691,49479,21802,23,1170,0,691,17085,671,1793,1793,671,356,,1317,SC,73600,45,73600,VARNVILLE,29944,32.79129,-81.03409
"Wade Hampton CDP, South Carolina",20192,9392,10800,41.8,40.4,43.2,16877,1462,761,2272,58071,427,178,341,35092,1760,921,9499,5636,3025,220800,921,1973,14575,2187,4191,1499,10679,10287,61088,31067,2272,1462,760,10121,188370,8661,20177,20177,8661,5231,,16881,SC,73870,45,73870,WADE HAMPTON,29609,34.91209,-82.38928
"Wagener town, South Carolina",1267,515,752,45.4,38.7,48.3,363,843,58,2,38779,79,44,24,24231,313,-666666666,591,297,206,95000,-666666666,1969,956,310,52,127,592,515,30313,24205,2,843,58,512,12505,503,1267,1267,503,388,,1015,SC,74050,45,74050,WAGENER,29164,33.65699,-81.42586
"Walhalla city, South Carolina",4377,1993,2384,40.1,43.8,35.3,3729,226,0,993,33283,283,170,249,17074,1310,569,1978,1136,571,103200,569,1975,3195,873,248,75,2014,1730,71719,40268,993,220,0,1730,40155,1707,4204,4204,1707,1217,,3633,SC,74095,45,74095,WALHALLA,29664,34.86393,-83.15991
"Walhalla city, South Carolina",4377,1993,2384,40.1,43.8,35.3,3729,226,0,993,33283,283,170,249,17074,1310,569,1978,1136,571,103200,569,1975,3195,873,248,75,2014,1730,71719,40268,993,220,0,1730,40155,1707,4204,4204,1707,1217,,3633,SC,74095,45,74095,WALHALLA,29691,34.78547,-83.07669
"Walterboro city, South Carolina",5417,1864,3553,34.8,36.4,33.1,2942,2178,177,151,33969,262,131,105,21436,1253,592,2629,1294,998,115700,592,1981,3420,1061,495,323,2546,2412,50119,27228,151,2178,177,2437,64235,2292,5261,5261,2292,1382,,4169,SC,74275,45,74275,WALTERBORO,29488,32.90664,-80.67458
"Ware Shoals town, South Carolina",2455,1394,1061,33.5,34,33.4,1579,591,0,596,30361,40,58,182,21937,1206,711,1106,543,369,53700,711,1956,1446,515,82,17,864,805,48125,30156,596,562,0,811,26825,912,2449,2449,912,501,,1818,SC,74680,45,74680,WARE SHOALS,29692,34.42142,-82.22208
"Watts Mills CDP, South Carolina",1970,1011,959,27.5,26.8,33.1,1643,184,0,541,21476,144,37,52,12523,879,592,599,305,246,70900,592,1985,1094,102,33,0,833,680,-666666666,30583,541,184,0,680,19450,551,1970,1970,551,352,,1433,SC,75220,45,75220,WATTS MILLS,29360,34.49361,-82.04884
"Wedgefield CDP, South Carolina",1916,1090,826,42.1,36.2,44.8,1297,532,8,0,46250,110,0,28,19922,399,780,730,520,154,89500,780,1991,1311,462,37,48,996,913,73657,28289,0,532,8,889,24220,674,1916,1916,674,615,,1523,SC,75445,45,75445,WEDGEFIELD,29168,33.84848,-80.54483
"Welcome CDP, South Carolina",7743,3607,4136,35.7,39,34.5,4091,2272,83,1366,46048,313,100,168,28522,1165,816,3466,1814,1442,114200,816,1970,4946,1470,746,31,4271,4164,200769,36214,1366,2272,83,4100,89865,3256,7743,7743,3256,2058,,6266,SC,75535,45,75535,WELCOME,29611,34.83137,-82.45965
"Wellford city, South Carolina",2662,1053,1609,32.8,36.4,31.8,1334,1095,7,69,48204,34,100,22,20876,303,882,1103,678,364,161900,882,1978,1763,535,167,32,1271,1235,28382,34760,69,1095,7,1239,25080,1042,2634,2634,1042,772,,2125,SC,75580,45,75580,WELLFORD,29385,34.97623,-82.1024
"West Columbia city, South Carolina",17782,8312,9470,40.2,39.3,42.7,13050,3123,411,1691,44282,621,342,720,30237,3306,852,9082,4845,3518,156200,852,1973,13140,2977,2799,1081,9071,8700,59417,40750,1691,3115,411,8689,147100,8363,17421,17421,8363,3670,,15461,SC,75850,45,75850,WEST COLUMBIA,29033,33.9552,-81.05691
"West Columbia city, South Carolina",17782,8312,9470,40.2,39.3,42.7,13050,3123,411,1691,44282,621,342,720,30237,3306,852,9082,4845,3518,156200,852,1973,13140,2977,2799,1081,9071,8700,59417,40750,1691,3115,411,8689,147100,8363,17421,17421,8363,3670,,15461,SC,75850,45,75850,WEST COLUMBIA,29169,33.9967,-81.09676
"West Columbia city, South Carolina",17782,8312,9470,40.2,39.3,42.7,13050,3123,411,1691,44282,621,342,720,30237,3306,852,9082,4845,3518,156200,852,1973,13140,2977,2799,1081,9071,8700,59417,40750,1691,3115,411,8689,147100,8363,17421,17421,8363,3670,,15461,SC,75850,45,75850,WEST COLUMBIA,29170,33.93929,-81.14487
"West Columbia city, South Carolina",17782,8312,9470,40.2,39.3,42.7,13050,3123,411,1691,44282,621,342,720,30237,3306,852,9082,4845,3518,156200,852,1973,13140,2977,2799,1081,9071,8700,59417,40750,1691,3115,411,8689,147100,8363,17421,17421,8363,3670,,15461,SC,75850,45,75850,WEST COLUMBIA,29171,33.9935,-81.0739
"West Columbia city, South Carolina",17782,8312,9470,40.2,39.3,42.7,13050,3123,411,1691,44282,621,342,720,30237,3306,852,9082,4845,3518,156200,852,1973,13140,2977,2799,1081,9071,8700,59417,40750,1691,3115,411,8689,147100,8363,17421,17421,8363,3670,,15461,SC,75850,45,75850,WEST COLUMBIA,29172,33.90603,-81.07264
"Westminster city, South Carolina",2543,1247,1296,40.7,38.6,43,2143,318,15,43,37069,129,148,95,20266,691,620,1314,625,487,115500,620,1976,1753,524,237,59,1049,943,-666666666,35450,43,318,15,927,20465,1112,2543,2543,1112,659,,2039,SC,76165,45,76165,WESTMINSTER,29658,34.76191,-83.29858
"Westminster city, South Carolina",2543,1247,1296,40.7,38.6,43,2143,318,15,43,37069,129,148,95,20266,691,620,1314,625,487,115500,620,1976,1753,524,237,59,1049,943,-666666666,35450,43,318,15,927,20465,1112,2543,2543,1112,659,,2039,SC,76165,45,76165,WESTMINSTER,29693,34.65641,-83.15284
"West Pelzer town, South Carolina",1049,503,546,35.8,40.1,33.3,981,30,0,19,37667,57,37,32,15112,292,708,407,172,186,102900,708,1971,674,227,84,13,427,407,53906,31563,19,30,0,402,10520,358,1049,1049,358,254,,732,SC,76345,45,76345,WEST PELZER,29669,34.6405,-82.41495
"White Knoll CDP, South Carolina",7476,4038,3438,29.8,20,35.6,4424,2564,0,241,69063,105,66,80,26409,610,1216,2528,1845,583,163800,1216,2004,4255,1293,582,278,3836,3727,40369,47986,241,2564,0,3691,93630,2428,7459,7459,2428,1959,,5293,SC,77042,45,77042,WHITE KNOLL,29073,33.89299,-81.23774
"Whitmire town, South Carolina",1641,836,805,45.4,41.5,45.4,1321,259,0,10,31464,21,71,127,19318,362,690,883,527,146,36800,690,1953,1167,389,89,52,687,660,-666666666,26923,10,259,0,645,20455,673,1641,1641,673,471,,1376,SC,77380,45,77380,WHITMIRE,29031,34.60624,-81.42665
"Whitmire town, South Carolina",1641,836,805,45.4,41.5,45.4,1321,259,0,10,31464,21,71,127,19318,362,690,883,527,146,36800,690,1953,1167,389,89,52,687,660,-666666666,26923,10,259,0,645,20455,673,1641,1641,673,471,,1376,SC,77380,45,77380,WHITMIRE,29178,34.4992,-81.5961
"Whitney CDP, South Carolina",3999,2003,1996,38.8,42.4,35.6,2404,1380,138,488,43607,96,70,125,20211,799,771,1955,947,656,111000,771,1975,2783,735,392,84,2218,2179,44861,27829,488,1380,138,2130,43920,1603,3999,3999,1603,1141,,3085,SC,77425,45,77425,WHITNEY,29303,34.99424,-81.96883
"Wilkinson Heights CDP, South Carolina",1863,703,1160,49.2,60,42.6,46,1817,0,0,19052,423,27,91,16070,550,633,1443,466,547,80900,633,1976,1505,462,129,128,752,657,-666666666,30147,0,1817,0,630,17890,1013,1863,1863,1013,419,,1699,SC,77672,45,77672,WILKINSON HEIGHTS,29115,33.47673,-80.84758
